Accession	Name	Function	Isology Type	EC Number
TIGR03863	PQQ_ABC_bind	ABC transporter, substrate binding protein, PQQ-dependent alcohol dehydrogenase system	subfamily	
TIGR03864	PQQ_ABC_ATP	ABC transporter, ATP-binding subunit, PQQ-dependent alcohol dehydrogenase system	hypoth_equivalog	
TIGR03865	PQQ_CXXCW	PQQ-dependent catabolism-associated CXXCW motif protein	subfamily	
TIGR03866	PQQ_ABC_repeats	PQQ-dependent catabolism-associated beta-propeller protein	subfamily	
TIGR03867	MprA_tail	MprA protease C-terminal rhombosortase-interaction domain	equivalog_domain	3.4.21.-
TIGR03868	F420-O_ABCperi	proposed F420-0 ABC transporter, periplasmic F420-0 binding protein	hypoth_equivalog	
TIGR03869	F420-0_ABCperm	proposed F420-0 ABC transporter, permease protein	hypoth_equivalog	
TIGR03870	ABC_MoxJ	methanol oxidation system protein MoxJ	equivalog	
TIGR03871	ABC_peri_MoxJ_2	quinoprotein dehydrogenase-associated probable ABC transporter substrate-binding protein	subfamily	
TIGR03872	cytochrome_MoxG	cytochrome c(L), periplasmic	equivalog	
TIGR03873	F420-0_ABC_ATP	proposed F420-0 ABC transporter, ATP-binding protein	hypoth_equivalog	
TIGR03874	4cys_cytochr	c-type cytochrome, methanol metabolism-related	equivalog	
TIGR03875	RNA_lig_partner	RNA ligase partner, MJ_0950 family	hypoth_equivalog	
TIGR03876	cas_csaX	CRISPR type I-A/APERN-associated protein CsaX	hypoth_equivalog	
TIGR03877	thermo_KaiC_1	KaiC domain protein, Ph0284 family	hypoth_equivalog	
TIGR03878	thermo_KaiC_2	KaiC domain protein, AF_0795 family	hypoth_equivalog	
TIGR03879	near_KaiC_dom	probable regulatory domain	domain	
TIGR03880	KaiC_arch_3	KaiC domain protein, AF_0351 family	hypoth_equivalog	
TIGR03881	KaiC_arch_4	KaiC domain protein, PAE1156 family	hypoth_equivalog	
TIGR03882	cyclo_dehyd_2	bacteriocin biosynthesis cyclodehydratase domain	equivalog_domain	6.3.-.-
TIGR03883	DUF2342_F420	uncharacterized protein, coenzyme F420 biosynthesis associated	subfamily	
TIGR03884	sel_bind_Methan	selenium-binding protein	equivalog	
TIGR03885	flavin_revert	probable non-F420 flavinoid oxidoreductase	hypoth_equivalog	1.-.-.-
TIGR03886	lyase_spl_fam	spore photoproduct lyase family protein	hypoth_equivalog	
TIGR03887	thiocyan_alph	thiocyanate hydrolase, gamma subunit	equivalog	3.5.5.8
TIGR03888	nitrile_beta	nitrile hydratase, beta subunit	equivalog	4.2.1.84
TIGR03889	nitrile_acc	nitrile hydratase accessory protein	equivalog	
TIGR03890	nif11_cupin	nif11 domain/cupin domain protein	hypoth_equivalog	
TIGR03891	thiopep_ocin	thiopeptide-type bacteriocin biosynthesis domain	subfamily_domain	
TIGR03892	thiopep_precurs	thiazolylpeptide-type bacteriocin precursor	subfamily	
TIGR03893	lant_SP_1948	type 2 lantibiotic, SP_1948 family	subfamily	
TIGR03894	chp_P_marinus_1	conserved hypothetical protein, TIGR03894 family	hypoth_equivalog	
TIGR03895	protease_PatA	cyanobactin maturation protease, PatA/PatG family	subfamily_domain	3.4.21.-
TIGR03896	cyc_nuc_ocin	bacteriocin-type transport-associated protein	subfamily	
TIGR03897	lanti_2_LanM	type 2 lantibiotic biosynthesis protein LanM	subfamily	
TIGR03898	lanti_MRSA_kill	type 2 lantibiotic, mersacidin/lichenicidin family	subfamily	
TIGR03899	TIGR03899	TIGR03899 family protein	hypoth_equivalog	
TIGR03900	prc_long_Delta	putative carboxyl-terminal-processing protease, deltaproteobacterial	hypoth_equivalog	3.4.21.-
TIGR03901	MYXO-CTERM	MYXO-CTERM domain	domain	
TIGR03902	rhom_GG_sort	rhombosortase	equivalog	3.4.21.-
TIGR03903	TOMM_kin_cyc	TOMM system kinase/cyclase fusion protein	hypoth_equivalog	
TIGR03904	SAM_YgiQ	uncharacterized radical SAM protein YgiQ	hypoth_equivalog	
TIGR03905	TIGR03905_4_Cys	uncharacterized protein TIGR03905	hypoth_equivalog	
TIGR03906	quino_hemo_SAM	quinohemoprotein amine dehydrogenase maturation protein	equivalog	
TIGR03907	QH_beta	quinohemoprotein amine dehydrogenase, beta subunit	equivalog	1.-.-.-
TIGR03908	QH_alpha	quinohemoprotein amine dehydrogenase, alpha subunit	equivalog	1.4.-.-
TIGR03909	pyrrolys_PylC	pyrrolysine biosynthesis protein PylC	equivalog	
TIGR03910	pyrrolys_PylB	pyrrolysine biosynthesis radical SAM protein	equivalog	
TIGR03911	pyrrolys_PylD	pyrrolysine biosynthesis protein PylD	equivalog	
TIGR03912	PylS_Nterm	pyrrolysine--tRNA ligase, N-terminal region	equivalog_domain	6.1.1.26
TIGR03913	rad_SAM_trio	Y_X(10)_GDL-associated radical SAM protein	hypoth_equivalog	
TIGR03914	UDG_fam_dom	uracil-DNA glycosylase family domain	hypoth_equivalog_domain	3.2.2.-
TIGR03915	SAM_7_link_chp	probable DNA metabolism protein	equivalog_domain	
TIGR03916	rSAM_link_UDG	putative DNA modification/repair radical SAM protein	hypoth_equivalog_domain	
TIGR03917	Frankia_40_dom	Frankia-40 domain	paralog_domain	
TIGR03918	GTP_HydF	[FeFe] hydrogenase H-cluster maturation GTPase HydF	equivalog	
TIGR03919	T7SS_EccB	type VII secretion protein EccB	equivalog	
TIGR03920	T7SS_EccD	type VII secretion integral membrane protein EccD	equivalog	
TIGR03921	T7SS_mycosin	type VII secretion-associated serine protease mycosin	equivalog	3.4.21.-
TIGR03922	T7SS_EccA	type VII secretion AAA-ATPase EccA	equivalog	
TIGR03923	T7SS_EccE	type VII secretion protein EccE	equivalog_domain	
TIGR03924	T7SS_EccC_a	type VII secretion protein EccCa	equivalog_domain	
TIGR03925	T7SS_EccC_b	type VII secretion protein EccCb	equivalog_domain	
TIGR03926	T7_EssB	type VII secretion protein EssB	equivalog	
TIGR03927	T7SS_EssA_Firm	type VII secretion protein EssA	equivalog	
TIGR03928	T7_EssCb_Firm	type VII secretion protein EssC	equivalog	
TIGR03929	T7_esaA_Nterm	type VII secretion protein EsaA	equivalog_domain	
TIGR03930	WXG100_ESAT6	WXG100 family type VII secretion target	subfamily	
TIGR03931	T7SS_Rv3446c	type VII secretion-associated protein, Rv3446c family	hypoth_equivalog_domain	
TIGR03932	PIA_icaD	intracellular adhesion protein D	equivalog	
TIGR03933	PIA_icaB	intercellular adhesin biosynthesis polysaccharide N-deacetylase	equivalog	3.5.1.-
TIGR03934	TQXA_dom	TQXA domain	domain	
TIGR03935	fragilysin	fragilysin	equivalog	3.4.24.74
TIGR03936	sam_1_link_chp	radical SAM-linked protein	hypoth_equivalog_domain	
TIGR03937	PgaC_IcaA	poly-beta-1,6 N-acetyl-D-glucosamine synthase	equivalog	2.4.1.-
TIGR03938	deacetyl_PgaB	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB	equivalog	3.5.1.-
TIGR03939	PGA_TPR_OMP	poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA	equivalog	
TIGR03940	PGA_PgaD	poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD	equivalog	
TIGR03941	tRNA_deam_assoc	putative tRNA adenosine deaminase-associated protein	hypoth_equivalog	
TIGR03942	sulfatase_rSAM	anaerobic sulfatase maturase	equivalog	1.1.99.-
TIGR03943	TIGR03943	TIGR03943 family protein	hypoth_equivalog	
TIGR03944	dehyd_SbnB_fam	2,3-diaminopropionate biosynthesis protein SbnB	equivalog	
TIGR03945	PLP_SbnA_fam	2,3-diaminopropionate biosynthesis protein SbnA	equivalog	
TIGR03946	viomycin_VioC	arginine beta-hydroxylase, Fe(II)/alpha-ketoglutarate-dependent	equivalog	1.14.-.-
TIGR03947	viomycin_VioD	capreomycidine synthase	equivalog	
TIGR03948	butyr_acet_CoA	butyryl-CoA:acetate CoA-transferase	equivalog	2.8.3.-
TIGR03949	bact_IIb_cerein	class IIb bacteriocin, lactobin A/cerein 7B family	subfamily	
TIGR03950	sidero_Fe_reduc	siderophore ferric iron reductase, AHA_1954 family	hypoth_equivalog	1.-.-.-
TIGR03951	Fe_III_red_FhuF	siderophore-iron reductase FhuF	equivalog	1.-.-.-
TIGR03952	metzin_BF0631	zinc-dependent metalloproteinase lipoprotein, BF0631 family	equivalog	3.4.24.-
TIGR03953	rplD_bact	50S ribosomal protein uL4	equivalog	
TIGR03954	integ_memb_HG	integral membrane protein	domain	
TIGR03955	rSAM_HydG	[FeFe] hydrogenase H-cluster radical SAM maturase HydG	equivalog	
TIGR03956	rSAM_HydE	[FeFe] hydrogenase H-cluster radical SAM maturase HydE	equivalog	
TIGR03957	rSAM_HmdB	5,10-methenyltetrahydromethanopterin hydrogenase cofactor biosynthesis protein HmdB	equivalog	
TIGR03958	monoFe_hyd_HmdC	5,10-methenyltetrahydromethanopterin hydrogenase cofactor biosynthesis protein HmdC	equivalog	
TIGR03959	hyd_TM1266	putative iron-only hydrogenase system regulator	hypoth_equivalog	
TIGR03960	rSAM_fuse_unch	radical SAM family uncharacterized protein	hypoth_equivalog_domain	
TIGR03961	rSAM_PTO1314	archaeal radical SAM protein, PTO1314 family	hypoth_equivalog	
TIGR03962	mycofact_rSAM	mycofactocin radical SAM maturase	equivalog	
TIGR03963	rSAM_QueE_Clost	putative 7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE	equivalog	
TIGR03964	mycofact_creat	mycofactocin system creatininase family protein	hypoth_equivalog	
TIGR03965	mycofact_glyco	mycofactocin system glycosyltransferase	hypoth_equivalog	
TIGR03966	actino_HemFlav	heme/flavin dehydrogenase, mycofactocin system	hypoth_equivalog	1.-.-.-
TIGR03967	mycofact_MftB	putative mycofactocin binding protein MftB	hypoth_equivalog	
TIGR03968	mycofact_TetR	mycofactocin system transcriptional regulator	hypoth_equivalog	
TIGR03969	mycofactocin	mycofactocin precursor	equivalog	
TIGR03970	Rv0697	dehydrogenase, Rv0697 family	hypoth_equivalog	1.-.-.-
TIGR03971	SDR_subfam_1	SDR family mycofactocin-dependent oxidoreductase	subfamily	1.1.99.-
TIGR03972	rSAM_TYW1	wyosine biosynthesis protein TYW1	equivalog	
TIGR03973	six_Cys_in_45	six-cysteine peptide SCIFF	hypoth_equivalog	
TIGR03974	rSAM_six_Cys	SCIFF radical SAM maturase	hypoth_equivalog	
TIGR03975	rSAM_ocin_1	ribosomal peptide maturation radical SAM protein 1	subfamily	
TIGR03976	chp_LLNDYxLRE	His-Xaa-Ser system protein HxsD	hypoth_equivalog	
TIGR03977	rSAM_pair_HxsC	His-Xaa-Ser system radical SAM maturase HxsC	hypoth_equivalog	
TIGR03978	rSAM_paired_1	His-Xaa-Ser system radical SAM maturase HxsB	hypoth_equivalog	
TIGR03979	His_Ser_Rich	His-Xaa-Ser repeat protein HxsA	hypoth_equivalog	
TIGR03980	prismane_assoc	hybrid cluster protein-associated redox disulfide domain	subfamily_domain	
TIGR03981	SAM_quin_mod	His-Xaa-Ser system putative quinone modification maturase	hypoth_equivalog	
TIGR03982	TIGR03982	His-Xaa-Ser system protein, TIGR03982 family	hypoth_equivalog	
TIGR03983	cas1_MYXAN	CRISPR-associated endonuclease Cas1, subtype MYXAN	equivalog_domain	
TIGR03984	TIGR03984	CRISPR-associated protein, TIGR03984 family	hypoth_equivalog	
TIGR03985	TIGR03985	CRISPR-associated protein, TIGR03985 family	hypoth_equivalog	
TIGR03986	TIGR03986	CRISPR-associated protein	hypoth_equivalog	
TIGR03987	TIGR03987	TIGR03987 family protein	hypoth_equivalog	
TIGR03988	antisig_RsrA	mycothiol system anti-sigma-R factor	equivalog	
TIGR03989	Rxyl_3153	NDMA-dependent alcohol dehydrogenase, Rxyl_3153 family	subfamily	1.1.99.36
TIGR03990	Arch_GlmM	phosphoglucosamine mutase	equivalog	5.4.2.10
TIGR03991	alt_bact_glmU	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase	hypoth_equivalog	2.7.7.23 2.3.1.157
TIGR03992	Arch_glmU	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase	subfamily	2.7.7.23 2.3.1.157
TIGR03993	hydrog_HybE	[NiFe] hydrogenase assembly chaperone, HybE family	subfamily_domain	
TIGR03994	rSAM_HemZ	coproporphyrinogen dehydrogenase HemZ	equivalog	1.3.99.22
TIGR03995	target_X_rSAM	putative rSAM target protein, CGCGG family	hypoth_equivalog	
TIGR03996	mycofact_OYE_1	mycofactocin system FadH/OYE family oxidoreductase 1	hypoth_equivalog	1.-.-.-
TIGR03997	mycofact_OYE_2	mycofactocin system FadH/OYE family oxidoreductase 2	hypoth_equivalog	1.-.-.-
TIGR03998	thiol_BshC	bacillithiol biosynthesis cysteine-adding enzyme BshC	equivalog	
TIGR03999	thiol_BshA	N-acetyl-alpha-D-glucosaminyl L-malate synthase BshA	equivalog	2.4.1.-
TIGR04000	thiol_BshB2	bacillithiol biosynthesis deacetylase BshB2	equivalog	3.-.-.-
TIGR04001	thiol_BshB1	bacillithiol biosynthesis deacetylase BshB1	equivalog	3.-.-.-
TIGR04002	TIGR04002	TIGR04002 family protein	hypoth_equivalog	
TIGR04003	rSAM_BssD	[benzylsuccinate synthase]-activating enzyme	equivalog	1.97.-.-
TIGR04004	WcaM	colanic acid biosynthesis protein WcaM	equivalog	
TIGR04005	wcaL	colanic acid biosynthesis glycosyltransferase WcaL	equivalog	2.4.-.-
TIGR04006	wcaK	colanic acid biosynthesis pyruvyl transferase WcaK	equivalog	2.-.-.-
TIGR04007	wcaI	colanic acid biosynthesis glycosyltransferase WcaI	equivalog	2.4.-.-
TIGR04008	WcaF	colanic acid biosynthesis acetyltransferase WcaF	equivalog	2.3.1.-
TIGR04009	wcaE	colanic acid biosynthesis glycosyltransferase WcaE	equivalog	2.4.-.-
TIGR04010	WcaD	putative colanic acid polymerase WcaD	equivalog	
TIGR04011	poly_gGlu_PgsC	poly-gamma-glutamate biosynthesis protein PgsC	equivalog	6.3.2.-
TIGR04012	poly_gGlu_PgsB	poly-gamma-glutamate synthase PgsB	equivalog	6.3.2.-
TIGR04013	B12_SAM_MJ_1487	B12-binding domain/radical SAM domain protein, MJ_1487 family	hypoth_equivalog	
TIGR04014	B12_SAM_MJ_0865	B12-binding domain/radical SAM domain protein, MJ_0865 family	hypoth_equivalog	
TIGR04015	WcaC	colanic acid biosynthesis glycosyltransferase WcaC	equivalog	2.4.-.-
TIGR04016	WcaB	colanic acid biosynthesis acetyltransferase WcaB	equivalog	2.3.1.-
TIGR04017	WcaA	colanic acid biosynthesis glycosyltransferase WcaA	equivalog	2.4.-.-
TIGR04018	Bthiol_YpdA	putative bacillithiol system oxidoreductase, YpdA family	hypoth_equivalog	1.8.-.-
TIGR04019	B_thiol_YtxJ	bacillithiol system protein YtxJ	hypoth_equivalog	
TIGR04020	seco_metab_LLM	natural product biosynthesis luciferase-like monooxygenase domain	subfamily_domain	1.-.-.-
TIGR04021	LLM_DMSO2_sfnG	dimethyl sulfone monooxygenase SfnG	equivalog	1.14.-.-
TIGR04022	sulfur_SfnB	sulfur acquisition oxidoreductase, SfnB family	equivalog	1.-.-.-
TIGR04023	PPOX_MSMEG_5819	PPOX class F420-dependent enzyme, MSMEG_5819/OxyR family	subfamily	1.-.-.-
TIGR04024	F420_NP1902A	coenzyme F420-dependent oxidoreductase, NP1902A family	hypoth_equivalog	1.14.-.-
TIGR04025	PPOX_FMN_DR2398	pyridoxamine 5'-phosphate oxidase, FMN-binding family	subfamily	1.-.-.-
TIGR04026	PPOX_FMN_cyano	PPOX class probable FMN-dependent enzyme, alr4036 family	subfamily	1.-.-.-
TIGR04027	LLM_KPN_01858	putative FMN-dependent luciferase-like monooxygenase, KPN_01858 family	hypoth_equivalog	1.-.-.-
TIGR04028	SBP_KPN_01854	ABC transporter substrate binding protein, KPN_01854 family	hypoth_equivalog	
TIGR04029	CMD_Avi_7170	CMD domain protein, Avi_7170 family	hypoth_equivalog_domain	
TIGR04030	perox_Avi_7169	alkylhydroperoxidase domain protein, Avi_7169 family	hypoth_equivalog_domain	
TIGR04031	Htur_1727_fam	rSAM-partnered protein, Htur_1727 family	subfamily	
TIGR04032	toxin_SdpC	antimicrobial peptide, SdpC family	subfamily	
TIGR04033	export_SdpB	antimicrobial peptide system protein, SdpB family	subfamily	
TIGR04034	export_SdpA	antimicrobial peptide system protein, SdpA family	subfamily	
TIGR04035	glucan_65_rpt	glucan-binding repeat	repeat	
TIGR04036	LLM_CE1758_fam	putative luciferase-like monooxygenase, FMN-dependent, CE1758 family	subfamily	1.-.-.-
TIGR04037	LLM_duo_CE1759	LLM-partnered FMN reductase, CE1759 family	subfamily	1.-.-.-
TIGR04038	tatD_link_rSAM	radical SAM protein, TatD family-associated	subfamily_domain	
TIGR04039	MXAN_0977_Heme2	di-heme enzyme, MXAN_0977 family	hypoth_equivalog	
TIGR04040	glycyl_YjjI	glycine radical enzyme, YjjI family	hypoth_equivalog	
TIGR04041	activase_YjjW	glycine radical enzyme activase, YjjW family	hypoth_equivalog	1.97.1.-
TIGR04042	MSMEG_0570_fam	MSMEG_0570 family protein	hypoth_equivalog	
TIGR04043	rSAM_MSMEG_0568	radical SAM protein, MSMEG_0568 family	hypoth_equivalog	
TIGR04044	MSMEG_0572_fam	MSMEG_0572 family protein	hypoth_equivalog	
TIGR04045	MSMEG_0567_GNAT	putative N-acetyltransferase, MSMEG_0567 N-terminal domain family	hypoth_equivalog	
TIGR04046	MSMEG_0569_nitr	flavin-dependent oxidoreductase, MSMEG_0569 family	hypoth_equivalog	
TIGR04047	MSMEG_0565_glyc	glycosyltransferase, MSMEG_0565 family	hypoth_equivalog	
TIGR04048	nitrile_sll0784	putative nitrilase, sll0784 family	equivalog_domain	3.5.5.-
TIGR04049	AIR_rel_sll0787	AIR synthase-related protein, sll0787 family	hypoth_equivalog	
TIGR04050	MSMEG_0567_Cter	AIR synthase-related protein, MSMEG_0567 C-terminal family	hypoth_equivalog_domain	
TIGR04051	rSAM_NirJ	heme d1 biosynthesis radical SAM protein NirJ	equivalog	
TIGR04052	AZL_007920_fam	AZL_007920/MXAN_0976 family protein	hypoth_equivalog	
TIGR04053	sam_11	radical SAM protein, BA_1875 family	subfamily	
TIGR04054	rSAM_NirJ1	putative heme d1 biosynthesis radical SAM protein NirJ1	equivalog	
TIGR04055	rSAM_NirJ2	putative heme d1 biosynthesis radical SAM protein NirJ2	equivalog	1.3.99.-
TIGR04056	OMP_RagA_SusC	TonB-linked outer membrane protein, SusC/RagA family	subfamily	
TIGR04057	SusC_RagA_signa	TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region	signature	
TIGR04058	AcACP_reductase	long-chain fatty acyl-ACP reductase (aldehyde-forming)	equivalog	1.1.1.-
TIGR04059	Ald_deCOase	long-chain fatty aldehyde decarbonylase	equivalog	4.1.99.5
TIGR04060	formate_focA	formate transporter FocA	equivalog	
TIGR04061	AZL_007950_fam	AZL_007950 family protein	subfamily	
TIGR04062	dnd_assoc_4	dnd system-associated protein 4	hypoth_equivalog	
TIGR04063	stp3	PEP-CTERM/exosortase A-associated glycosyltransferase, Daro_2409 family	hypoth_equivalog	2.4.-.-
TIGR04064	rSAM_nif11	nif11-like peptide radical SAM maturase	equivalog	
TIGR04065	ocin_CLI_3235	putative bacteriocin precursor, CLI_3235 family	hypoth_equivalog	
TIGR04066	nat_prod_clost	peptide maturation system protein, TIGR04066 family	hypoth_equivalog	
TIGR04067	oc_CLOSPO_01332	putative bacteriocin precursor, CLOSPO_01332 family	equivalog	
TIGR04068	rSAM_ocin_clost	Cys-rich peptide radical SAM maturase CcpM	equivalog	
TIGR04069	ocin_ACP_rel	peptide maturation system acyl carrier-related protein	hypoth_equivalog	
TIGR04070	photo_TT_lyase	spore photoproduct lyase	equivalog	4.1.99.14
TIGR04071	methanobac_OB3b	methanobactin precursor, Mb-OB3b family	subfamily	
TIGR04072	rSAM_ladder_B12	lipid biosynthesis B12-binding/radical SAM protein	hypoth_equivalog	
TIGR04073	exo_TIGR04073	putative exosortase-associated protein, TIGR04073 family	subfamily	
TIGR04074	bacter_Hen1	3' terminal RNA ribose 2'-O-methyltransferase Hen1	equivalog	2.1.1.-
TIGR04075	bacter_Pnkp	polynucleotide kinase-phosphatase	equivalog	
TIGR04076	TIGR04076	TIGR04076 family protein	subfamily	
TIGR04077	expor_sig_YdyF	exported signaling peptide, YydF/SAG_2028 family	subfamily	
TIGR04078	rSAM_yydG	peptide modification radical SAM enzyme, YydG family	equivalog	
TIGR04079	phero_cyc_pep	KxxxW-cyclized secreted peptide	subfamily	
TIGR04080	rSAM_pep_cyc	KxxxW cyclic peptide radical SAM maturase	equivalog	
TIGR04081	selen_ocin	radical SAM modification target peptide, selenobiotic family	subfamily	
TIGR04082	rSAM_for_selen	selenobiotic family peptide radical SAM maturase	hypoth_equivalog	
TIGR04083	rSAM_pep_methan	putative peptide-modifying radical SAM enzyme, Mhun_1560 family	hypoth_equivalog	
TIGR04084	rSAM_AF0577	putative peptide-modifying radical SAM enzyme, AF0577 family	subfamily	
TIGR04085	rSAM_more_4Fe4S	radical SAM additional 4Fe4S-binding SPASM domain	domain	
TIGR04086	TIGR04086_membr	putative membrane protein, TIGR04086 family	hypoth_equivalog	
TIGR04087	YqxM_for_SipW	YqxM protein	equivalog	
TIGR04088	cognate_SipW	SipW-cognate class signal peptide	domain	
TIGR04089	exp_by_SipW_III	alternate signal-mediated exported protein, RER_14450 family	subfamily	
TIGR04090	exp_by_SipW_IV	alternate signal-mediated exported protein, CPF_0494 family	subfamily	
TIGR04091	LTA_dltB	D-alanyl-lipoteichoic acid biosynthesis protein DltB	equivalog	
TIGR04092	LTA_DltD	D-alanyl-lipoteichoic acid biosynthesis protein DltD	equivalog	
TIGR04093	cas1_CYANO	CRISPR-associated endonuclease Cas1, subtype CYANO	exception	
TIGR04094	adjacent_YSIRK	YSIRK-targeted surface antigen transcriptional regulator	equivalog	
TIGR04095	dnd_restrict_1	DNA phosphorothioation system restriction enzyme	equivalog_domain	
TIGR04096	dnd_rel_methyl	DNA phosphorothioation-associated putative methyltransferase	subfamily	2.-.-.-
TIGR04097	TIGR04097	integral membrane protein, TIGR04097 family	hypoth_equivalog	
TIGR04098	biosyn_clust_1	biosynthesis cluster domain	domain	
TIGR04099	biosn_Pnap_2097	probable biosynthetic protein, Pnap_2097 family	hypoth_equivalog	
TIGR04100	rSAM_pair_X	radical SAM enzyme, TIGR04100 family	hypoth_equivalog	
TIGR04101	CCGSCS	CCGSCS motif protein	hypoth_equivalog	
TIGR04102	SWIM_PBPRA1643	SWIM/SEC-C metal-binding motif protein, PBPRA1643 family	hypoth_equivalog	
TIGR04103	rSAM_nif11_3	nif11-class peptide radical SAM maturase 3	equivalog	
TIGR04104	cxxc_20_cxxc	cxxc_20_cxxc protein	subfamily	
TIGR04105	FeFe_hydrog_B1	[FeFe] hydrogenase, group B1/B3	subfamily	1.12.-.-
TIGR04106	cas8c_GSU0052	CRISPR-associated protein GSU0052/csb3, Dpsyc system	equivalog	
TIGR04107	rSAM_HutW	putative heme utilization radical SAM enzyme HutW	equivalog	
TIGR04108	HutX	putative heme utilization carrier protein HutX	hypoth_equivalog	
TIGR04109	heme_ox_HugZ	heme oxygenase, HugZ family	equivalog	1.14.99.3
TIGR04110	heme_HutZ	heme utilization protein HutZ	equivalog	
TIGR04111	BcepMu_gp16	phage-associated protein, BcepMu gp16 family	hypoth_equivalog	
TIGR04112	seleno_YedE	putative selenium metabolism protein, YedE family	hypoth_equivalog	
TIGR04113	cas_csx17	CRISPR-associated protein Csx17, subtype Dpsyc	hypoth_equivalog	
TIGR04114	tSAM_targ_Cxxx	modification target Cys-rich repeat	repeat	
TIGR04115	rSAM_Cxxx_rpt	radical SAM peptide maturase, CXXX-repeat target family	equivalog_domain	
TIGR04116	CXXX_rpt_assoc	CXXX repeat peptide modification system protein	hypoth_equivalog	
TIGR04117	Syntroph_Cxxx	Cys-Xaa-Xaa-Xaa repeat radical SAM target protein	paralog	
TIGR04118	Cxxx_AC3_0185	modification target Cys-rich peptide, AC3_0185 family	subfamily	
TIGR04119	CXXX_matur	CXXX repeat peptide maturase	equivalog_domain	
TIGR04120	DNA_lig_bact	DNA ligase, ATP-dependent, PP_1105 family	equivalog	6.5.1.1
TIGR04121	DEXH_lig_assoc	DEXH box helicase, DNA ligase-associated	equivalog	3.6.4.-
TIGR04122	Xnuc_lig_assoc	putative exonuclease, DNA ligase-associated	equivalog	
TIGR04123	P_estr_lig_assc	metallophosphoesterase, DNA ligase-associated	hypoth_equivalog	
TIGR04124	archaeo_artE	archaeosortase family protein ArtE	hypoth_equivalog	
TIGR04125	exosort_PGF_TRM	archaeosortase A	equivalog	3.4.22.-
TIGR04126	PGF_CTERM	PGF-CTERM archaeal protein-sorting signal	domain	
TIGR04127	flavo_near_exo	exosortase F-associated protein	hypoth_equivalog	
TIGR04128	exoso_Fjoh_1448	exosortase family protein XrtF	equivalog	
TIGR04129	CxxH_BA5709	CxxH/CxxC protein, BA_5709 family	hypoth_equivalog	
TIGR04130	FnlA	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase	equivalog	5.1.3.- 4.2.1.-
TIGR04131	Bac_Flav_CTERM	gliding motility-associated C-terminal domain	domain	
TIGR04132	intra_fol_E_lig	putative folate metabolism gamma-glutamate ligase	hypoth_equivalog	6.3.2.-
TIGR04133	rSAM_w_lipo	radical SAM enzyme, rSAM/lipoprotein system	hypoth_equivalog	
TIGR04134	lipo_with_rSAM	putative lipoprotein, rSAM/lipoprotein system	hypoth_equivalog	
TIGR04135	FibroRuminTarg	Cys-rich radical SAM target, FibroRumin family	subfamily	
TIGR04136	rSAM_FibroRumin	radical SAM peptide maturase, FibroRumin system	hypoth_equivalog	
TIGR04137	Chlam_Ver_rRNA	Chlam_Verruc_Plancto small basic protein	hypoth_equivalog	
TIGR04138	Plancto_Ver_chp	Verruc_Plancto-restricted protein	hypoth_equivalog	
TIGR04139	CxxCx5CxxC_targ	putative peptide modification target, TIGR04139 family	subfamily	
TIGR04140	chp_AF_0576	TIGR04140 family protein	subfamily	
TIGR04141	TIGR04141	sporadically distributed protein, TIGR04141 family	subfamily	
TIGR04142	PCisTranLspir	putative peptidyl-prolyl cis-trans isomerase, LIC12922 family	hypoth_equivalog	
TIGR04143	VPxxxP_CTERM	VPXXXP-CTERM protein sorting domain	domain	
TIGR04144	archaeo_VPXXXP	archaeosortase B	equivalog	3.4.22.-
TIGR04145	Firmicu_CTERM	Firmicu-CTERM domain	hypoth_equivalog_domain	
TIGR04146	GGGPS_Afulg	phosphoglycerol geranylgeranyltransferase	equivalog	2.5.1.41
TIGR04147	GGGPS_Halobact	phosphoglycerol geranylgeranyltransferase, putative	equivalog	2.5.1.41
TIGR04148	GG_samocin_CFB	radical SAM peptide maturase, GG-Bacteroidales family	equivalog	
TIGR04149	GG_sam_targ_CFB	natural product precursor, GG-Bacteroidales family	domain	
TIGR04150	pseudo_rSAM_GG	pseudo-rSAM protein, GG-Bacteroidales system	subfamily	
TIGR04151	exosort_VPDSG	exosortase C, VPDSG-CTERM-specific	exception	3.4.22.-
TIGR04152	exosort_VPLPA	exosortase D, VPLPA-CTERM-specific	exception	3.4.22.-
TIGR04153	cyanosortA_assc	cyanosortase A-associated protein	subfamily	
TIGR04154	archaeo_STT3	oligosaccharyl transferase, archaeosortase A system-associated	subfamily	2.4.1.-
TIGR04155	cyano_PEP	PEP-CTERM protein sorting domain, cyanobacterial subclass	subfamily_domain	
TIGR04156	cyanoexo_CrtB	cyanoexosortase B	hypoth_equivalog	3.4.22.-
TIGR04157	glyco_rSAM_CFB	glycosyltransferase, GG-Bacteroidales peptide system	subfamily	2.4.1.-
